0.9921::teamplaysinleague(georgewashingtonuniversityselliottschool, international).
0.9999::athleteplaysinleague(joelzumaya, mlb).
1.0::athleteplaysinleague(kylekendrick, mlb).
0.9687::athleteplaysinleague(vicentepadilla, mlb).
0.902::athleteplaysinleague(brandondubinsky, nhl).
0.9999::athleteplaysinleague(catcherjasonvaritek, mlb).
0.9942::athleteplaysinleague(mattjoyce, mlb).
1.0::athleteplaysinleague(toddcoffey, nba).
0.9983::athleteplaysinleague(jddrew, mlb).
0.9999::athleteplaysinleague(luisvizcaino, mlb).
0.9922::athleteplaysinleague(lanceberkman, mlb).
0.9999::athleteplaysinleague(hidekiokajima, mlb).
0.9951::athleteplaysinleague(stevetrachsel, mlb).
0.9375::athleteplaysinleague(josearredondo, mlb).
1.0::athleteplaysinleague(ahmangreen, nfl).
0.9999::athleteplaysinleague(daviddejesus, mlb).
0.9877::athleteplaysinleague(akinoriiwamura, mlb).
0.902::athleteplaysinleague(ichirosuzuki, majorleaguebaseball).
0.9749::athleteplaysinleague(mikejames, nba).
0.9877::athleteplaysinleague(jarrodwashburn, mlb).
1.0::athleteplaysinleague(jeremyguthrie, mlb).
0.948::athleteplaysinleague(cjwatson, nhl).
0.9795::athleteplaysinleague(zdenochara, nhl).
1.0::athleteplaysinleague(leonpowe, nba).
1.0::athleteplaysinleague(bauer, mlb).
0.9698::athleteplaysinleague(mikepiazza, mlb).
1.0::athleteplaysinleague(jamiegold, nascar).
0.9999::athleteplaysinleague(blairbetts, nfl).
1.0::athleteplaysinleague(fabriciooberto, nba).
0.9974::athleteplaysinleague(princefielder, mlb).
0.9967::athleteplaysinleague(scottlinebrink, mlb).
0.9999::athleteplaysinleague(laurencemaroney, nfl).
1.0::athleteplaysinleague(dmitriyoung, mlb).
0.9645::athleteplaysinleague(dennisrodman, nba).
1.0::athleteplaysinleague(kylelohse, mlb).
1.0::athleteplaysinleague(jeffmcinnis, nba).
0.9991::athleteplaysinleague(sethsmith, mlb).
0.9994::athleteplaysinleague(jacquejones, mlb).
0.986::athleteplaysinleague(joshfields, mlb).
0.993::athleteplaysinleague(doumit, mlb).
1.0::athleteplaysinleague(kevingarnett, nba).
1.0::athleteplaysinleague(rickvandenhurk, mlb).
0.9993::athleteplaysinleague(lennydinardo, mlb).
0.9951::athleteplaysinleague(brianfuentes, mlb).
0.95::athleteplaysinleague(lamontjordan, nfl).
1.0::athleteplaysinleague(derekanderson, nba).
0.9999::athleteplaysinleague(ryandempster, mlb).
1.0::athleteplaysinleague(dougdavis, mlb).
1.0::athleteplaysinleague(andreabargnani, nba).
0.9902::athleteplaysinleague(clintbarmes, mlb).
0.9999::athleteplaysinleague(richaurilia, nfl).
1.0::athleteplaysinleague(jeremyrichardson, nba).
0.9999::athleteplaysinleague(dannybautista, mlb).
0.902::athleteplaysinleague(bobcarpenter, nfl).
0.9999::athleteplaysinleague(scottolsen, mlb).
0.9999::athleteplaysinleague(corysullivan, mlb).
1.0::athleteplaysinleague(eddycurry, nba).
0.9967::athleteplaysinleague(michaelwuertz, mlb).
1.0::athleteplaysinleague(jameswhite, nba).
0.9590::athleteplaysinleague(jasonwright, nfl).
0.9999::athleteplaysinleague(rudijohnson, nfl).
1.0::athleteplaysinleague(carlosboozer, nba).
0.9999::athleteplaysinleague(clayrapada, mlb).
0.9375::athleteplaysinleague(josemolina, mlb).
0.948::athleteplaysinleague(kevinmillwood, nhl).
0.9935::athleteplaysinleague(johansantana, mlb).
0.9999::athleteplaysinleague(mattjones, nfl).
1.0::athleteplaysinleague(homerbailey, mlb).
0.951::athleteplaysinleague(keiigawa, mlb).
0.972::athleteplaysinleague(mikemyers, mlb).
0.9999::athleteplaysinleague(denardspan, mlb).
1.0::athleteplaysinleague(alleniverson, nba).
0.961::athleteplaysinleague(chrisiannetta, mlb).
0.9974::athleteplaysinleague(holliday, mlb).
0.9440::athleteplaysinleague(armandobenitez, nfl).
0.95::athleteplaysinleague(jimplunkett, nfl).
0.9755::athleteplaysinleague(iansnell, mlb).
1.0::athleteplaysinleague(crede, mlb).
0.9795::athleteplaysinleague(brandonjackson, nfl).
0.9440::athleteplaysinleague(raydurham, nfl).
0.948::athleteplaysinleague(scottfeldman, nhl).
0.9999::athleteplaysinleague(bronsonarroyo, mlb).
1.0::athleteplaysinleague(jamesjones, nba).
0.9935::athleteplaysinleague(tedlilly, mlb).
1.0::athleteplaysinleague(kyleboller, nfl).
0.902::athleteplaysinleague(sammybaugh, nfl).
1.0::athleteplaysinleague(jamesblake, nba).
0.978::athleteplaysinleague(baberuth, mlb).
0.9999::athleteplaysinleague(freddysanchez, mlb).
1.0::athleteplaysinleague(anthonyreyes, mlb).
0.9938::athleteplaysinleague(brandonlyon, mlb).
1.0::athleteplaysinleague(martinstlouis, mlb).
0.948::athleteplaysinleague(adambostick, majorleaguebaseball).
0.941::athleteplaysinleague(reggiewhite, nfl).
0.9795::athleteplaysinleague(jasongarrett, nfl).
0.902::athleteplaysinleague(adamwainwright, nfl).
0.9999::athleteplaysinleague(daunteculpepper, nfl).
0.9795::athleteplaysinleague(billmueller, mlb).
1.0::athleteplaysinleague(gregbuckner, nba).
0.9999::athleteplaysinleague(jerryrice, nfl).
0.9997::athleteplaysinleague(shanespencer, mlb).
1.0::athleteplaysinleague(heathbell, mlb).
1.0::athleteplaysinleague(urlacher, nfl).
0.9822::athleteplaysinleague(bowa, nba).
1.0::athleteplaysinleague(joshbard, mlb).
1.0::athleteplaysinleague(joejohnson, nba).
0.9795::athleteplaysinleague(mattryan, nfl).
0.9470::athleteplaysinleague(travismetcalf, nhl).
0.9997::athleteplaysinleague(metsthirdbasemandavidwright, mlb).
1.0::athleteplaysinleague(deronwilliams, nba).
1.0::athleteplaysinleague(ikediogu, nba).
0.9999::athleteplaysinleague(kerrycollins, nfl).
0.9999::athleteplaysinleague(johnhavlicek, nba).
1.0::athleteplaysinleague(kentmercker, mlb).
0.9877::athleteplaysinleague(johnsmoltz, mlb).
0.9590::athleteplaysinleague(coreydillon, nfl).
0.9831::athleteplaysinleague(johndanks, mlb).
0.9999::athleteplaysinleague(kevincash, mlb).
1.0::athleteplaysinleague(cuttinomobley, nba).
0.9440::athleteplaysinleague(rubenmateo, nhl).
0.9765::athleteplaysinleague(mattforte, nfl).
1.0::athleteplaysinleague(dermarrjohnson, nba).
0.9999::athleteplaysinleague(jasonbayandxaviernady, mlb).
0.9999::athleteplaysinleague(zachrandolph, nba).
0.9761::athleteplaysinleague(tonyparker, nba).
0.902::athleteplaysinleague(ottograham, nfl).
1.0::athleteplaysinleague(desaganadiop, nba).
0.948::athleteplaysinleague(brianwilson, nfl).
0.9999::athleteplaysinleague(ericbyrnes, mlb).
0.902::athleteplaysinleague(akinoriotsuka, nhl).
1.0::athleteplaysinleague(jeromejames, nba).
1.0::athleteplaysinleague(darrensproles, nfl).
0.9967::athleteplaysinleague(jasonmichaels, mlb).
1.0::athleteplaysinleague(jedlowrie, mlb).
0.9662::athleteplaysinleague(brandonmccarthy, mlb).
0.987::athleteplaysinleague(brandoninge, mlb).
0.9999::athleteplaysinleague(evgeninabokov, nhl).
0.9999::athleteplaysinleague(yorvittorrealba, mlb).
0.9935::athleteplaysinleague(octaviodotel, mlb).
1.0::athleteplaysinleague(geraldwallace, nba).
1.0::athleteplaysinleague(jameernelson, nba).
0.9978::athleteplaysinleague(frankfrancisco, mlb).
0.9938::athleteplaysinleague(jaysonwerth, mlb).
0.948::athleteplaysinleague(davekingman, mlb).
0.9999::athleteplaysinleague(pelfrey, mlb).
0.9999::athleteplaysinleague(jonathanstewart, nfl).
0.9740::athleteplaysinleague(chaseungbaek, mlb).
1.0::athleteplaysinleague(catcherjohnnyestrada, mlb).
0.9470::athleteplaysinleague(brettwallace, nfl).
1.0::athleteplaysinleague(chadpennington, nfl).
0.972::athleteplaysinleague(dwayneroloson, nhl).
0.902::athleteplaysinleague(edgarrenteria, nfl).
1.0::athleteplaysinleague(carmeloanthony, nba).
0.9999::athleteplaysinleague(marshawnlynch, nfl).
1.0::athleteplaysinleague(jordanstaal, nhl).
0.9999::athleteplaysinleague(richharden, mlb).
1.0::athleteplaysinleague(andreikirilenko, nba).
0.9999::athleteplaysinleague(joewebb, mlb).
0.9999::athleteplaysinleague(jakewestbrook, mlb).
0.9983::athleteplaysinleague(mikemacdougal, mlb).
0.9590::athleteplaysinleague(johnolerud, majorleaguebaseball).
1.0::athleteplaysinleague(kevinslowey, mlb).
0.9948::athleteplaysinleague(melvinmora, mlb).
1.0::athleteplaysinleague(jackmorris, mlb).
0.9999::athleteplaysinleague(garycarter, mlb).
0.9999::athleteplaysinleague(torryholt, nfl).
0.9440::athleteplaysinleague(nateschierholtz, nfl).
0.9935::athleteplaysinleague(jeffkarstens, mlb).
0.9440::athleteplaysinleague(brandonboggs, nhl).
0.9999::athleteplaysinleague(chrisvolstad, mlb).
0.948::athleteplaysinleague(mattcain, nfl).
0.9590::athleteplaysinleague(bradbutler, nfl).
0.902::athleteplaysinleague(chrisduncan, nfl).
0.9375::athleteplaysinleague(longoria, mlb).
1.0::athleteplaysinleague(corlisswilliamson, nba).
0.967::athleteplaysinleague(rickeyhenderson, mlb).
1.0::athleteplaysinleague(odalisperez, mlb).
0.9959::athleteplaysinleague(takashisaito, mlb).
0.9999::athleteplaysinleague(charlesbarkley, nba).
1.0::athleteplaysinleague(mikelowell, mlb).
0.9999::athleteplaysinleague(jeromebettis, nfl).
0.9999::athleteplaysinleague(raferalston, nba).
0.9951::athleteplaysinleague(dexterfowler, mlb).
1.0::athleteplaysinleague(jasonkapono, nba).
0.987::athleteplaysinleague(scotteyre, mlb).
1.0::athleteplaysinleague(dondrysdale, mlb).
1.0::athleteplaysinleague(ryanhollins, nba).
1.0::athleteplaysinleague(codyross, mlb).
0.9375::athleteplaysinleague(dallasbraden, mlb).
0.9590::athleteplaysinleague(williemcginest, nfl).
0.982::athleteplaysinleague(markteixeira, mlb).
0.9740::athleteplaysinleague(randorbierd, mlb).
1.0::athleteplaysinleague(thomasjones, nfl).
1.0::athleteplaysinleague(yunelescobar, mlb).
0.956::athleteplaysinleague(brianbuscher, mlb).
1.0::athleteplaysinleague(ausmus, nba).
0.902::athleteplaysinleague(ryangetzlaf, nhl).
0.9999::athleteplaysinleague(berroa, mlb).
1.0::athleteplaysinleague(logankensing, mlb).
0.9999::athleteplaysinleague(rexgrossman, nfl).
0.9999::athleteplaysinleague(brianbannister, mlb).
0.948::athleteplaysinleague(chrisdavis, nhl).
0.9999::athleteplaysinleague(joesakic, nhl).
1.0::athleteplaysinleague(jamaaltinsley, nba).
1.0::athleteplaysinleague(melvinsanders, nba).
0.9867::athleteplaysinleague(johnbuck, mlb).
1.0::athleteplaysinleague(adriangriffin, nba).
0.9795::athleteplaysinleague(rayrice, nfl).
1.0::athleteplaysinleague(otisnixon, mlb).
1.0::athleteplaysinleague(alexovechkin, nhl).
1.0::athleteplaysinleague(benoudrih, nba).
0.948::athleteplaysinleague(jameywright, nhl).
1.0::athleteplaysinleague(williestargell, mlb).
0.9999::athleteplaysinleague(lendalewhite, nfl).
0.9897::athleteplaysinleague(davidcone, mlb).
0.902::athleteplaysinleague(eugeniovelez, nfl).
0.9948::athleteplaysinleague(bobbyabreu, mlb).
0.9999::athleteplaysinleague(rickieweeks, mlb).
0.9999::athleteplaysinleague(billynash, nba).
0.9999::athleteplaysinleague(jairjurrjens, mlb).
0.9865::athleteplaysinleague(joakimsoria, mlb).
1.0::athleteplaysinleague(booutlaw, nba).
0.9994::athleteplaysinleague(marvinharrison, nfl).
0.95::athleteplaysinleague(derrickward, nfl).
0.9977::athleteplaysinleague(wiltchamberlain, nba).
1.0::athleteplaysinleague(jasonmaxiell, nba).
0.9795::athleteplaysinleague(mattlawton, mlb).
0.902::athleteplaysinleague(jarrodsaltalamacchia, nhl).
0.9999::athleteplaysinleague(ericgordon, nba).
0.9690::athleteplaysinleague(brandonbacke, mlb).
0.972::athleteplaysinleague(buckydent, mlb).
0.9999::athleteplaysinleague(jasonkubel, mlb).
0.9999::athleteplaysinleague(seanavery, nfl).
0.9999::athleteplaysinleague(patrickkane, nhl).
0.9999::athleteplaysinleague(noahlowry, nba).
0.9805::athleteplaysinleague(rickynolasco, mlb).
0.948::athleteplaysinleague(rogermason, nba).
0.9755::athleteplaysinleague(josevalverde, mlb).
1.0::athleteplaysinleague(joshsmith, nba).
0.9795::athleteplaysinleague(joetheismann, nfl).
1.0::athleteplaysinleague(eddiejones, nba).
1.0::athleteplaysinleague(dustinkeller, nfl).
0.9590::athleteplaysinleague(deshaunfoster, nfl).
1.0::athleteplaysinleague(chrisjohnson, nfl).
1.0::athleteplaysinleague(janneropargo, nba).
0.948::athleteplaysinleague(ryanrowlandsmith, majorleaguebaseball).
0.9590::athleteplaysinleague(markmulder, nfl).
0.9843::athleteplaysinleague(chrisnarveson, mlb).
0.9843::athleteplaysinleague(georgekottaras, mlb).
1.0::athleteplaysinleague(joelprzybilla, nba).
0.9440::athleteplaysinleague(mikemaroth, nfl).
0.948::athleteplaysinleague(robbnen, nfl).
0.9690::athleteplaysinleague(markloretta, mlb).
0.9902::athleteplaysinleague(ryanspilborghs, mlb).
0.977::athleteplaysinleague(randywhite, nfl).
0.9938::athleteplaysinleague(mattguerrier, mlb).
0.9999::athleteplaysinleague(galesayers, nfl).
1.0::athleteplaysinleague(elimanning, nfl).
1.0::athleteplaysinleague(harrison, mlb).
0.9590::athleteplaysinleague(antoniocromartie, nfl).
0.9755::athleteplaysinleague(dougflutie, nfl).
0.953::athleteplaysinleague(dannyferry, nba).
1.0::athleteplaysinleague(chrispaul, nba).
1.0::athleteplaysinleague(andrisbiedrins, nba).
0.9999::athleteplaysinleague(juliusjones, nfl).
1.0::athleteplaysinleague(chriskaman, nba).
0.9375::athleteplaysinleague(davidherndon, mlb).
0.9775::athleteplaysinleague(brianfalkenborg, mlb).
0.941::athleteplaysinleague(edgerrinjames, nfl).
0.9999::athleteplaysinleague(scottbaker, mlb).
1.0::athleteplaysinleague(larryfitzgerald, nfl).
1.0::athleteplaysinleague(tonydorsett, nfl).
0.9795::athleteplaysinleague(kellenclemens, nfl).
1.0::athleteplaysinleague(tyrusthomas, nba).
0.9999::athleteplaysinleague(greggzaun, mlb).
0.9999::athleteplaysinleague(seangallagher, mlb).
0.9999::athleteplaysinleague(kurtwarner, nfl).
1.0::athleteplaysinleague(markanderson, nfl).
1.0::athleteplaysinleague(ensberg, mlb).
0.9375::athleteplaysinleague(briansanches, mlb).
0.9999::athleteplaysinleague(drewbledsoe, mlb).
0.9967::athleteplaysinleague(mattcapps, mlb).
0.9999::athleteplaysinleague(joenamath, nfl).
1.0::athleteplaysinleague(kleiza, nba).
0.987::athleteplaysinleague(jobachamberlain, mlb).
1.0::athleteplaysinleague(griffeyjr, nba).
1.0::athleteplaysinleague(gilbertarenas, nba).
0.9440::athleteplaysinleague(brianbarton, nfl).
0.9375::athleteplaysinleague(raulvaldes, mlb).
0.9999::athleteplaysinleague(jonesdrew, nfl).
0.9375::athleteplaysinleague(jasonisringhausen, mlb).
0.9999::athleteplaysinleague(petermoylan, mlb).
0.9999::athleteplaysinleague(jeffgordon, nascar).
0.9999::athleteplaysinleague(gathright, mlb).
1.0::athleteplaysinleague(dahntayjones, nba).
0.9999::athleteplaysinleague(maxramirez, nhl).
0.902::athleteplaysinleague(joaquinbenoit, nhl).
0.9999::athleteplaysinleague(ryantheriot, mlb).
0.948::athleteplaysinleague(joselopez, majorleaguebaseball).
0.9994::athleteplaysinleague(reggiesmith, mlb).
1.0::athleteplaysinleague(mattgarza, mlb).
1.0::athleteplaysinleague(jasonkidd, nba).
0.9740::athleteplaysinleague(tanyonsturtze, mlb).
0.9652::athleteplaysinleague(ericmilton, mlb).
1.0::athleteplaysinleague(jamesloney, mlb).
1.0::athleteplaysinleague(ryanbraun, mlb).
1.0::athleteplaysinleague(davidlee, mlb).
1.0::athleteplaysinleague(jarvishayes, nba).
1.0::athleteplaysinleague(chadqualls, mlb).
1.0::athleteplaysinleague(earlboykins, nba).
0.9999::athleteplaysinleague(mattflynn, mlb).
0.9999::athleteplaysinleague(marshallfaulk, nfl).
1.0::athleteplaysinleague(jonrauch, mlb).
0.9590::athleteplaysinleague(bretboone, majorleaguebaseball).
0.9998::athleteplaysinleague(bjupton, mlb).
0.9999::athleteplaysinleague(mikemiller, nba).
1.0::athleteplaysinleague(francoharris, nfl).
0.9999::athleteplaysinleague(mattschaub, nfl).
1.0::athleteplaysinleague(timthomas, nhl).
1.0::athleteplaysinleague(damonjones, nba).
0.9440::athleteplaysinleague(michaelrobinson, acc).
0.948::athleteplaysinleague(mattharrison, nhl).
1.0::athleteplaysinleague(freddiejones, nba).
0.9755::athleteplaysinleague(boofbonser, mlb).
0.9999::athleteplaysinleague(sandykoufax, mlb).
0.9838::athleteplaysinleague(scottproctor, mlb).
1.0::athleteplaysinleague(donyellmarshall, nba).
1.0::athleteplaysinleague(darrenmcfadden, nfl).
1.0::athleteplaysinleague(hakimwarrick, nba).
0.9999::athleteplaysinleague(alexicasilla, mlb).
0.9735::athleteplaysinleague(ryanshealy, mlb).
0.9966::athleteplaysinleague(lastingsmilledge, mlb).
1.0::athleteplaysinleague(mikebibby, nba).
0.9999::athleteplaysinleague(rashardlewis, nba).
1.0::athleteplaysinleague(brianskinner, nba).
0.948::athleteplaysinleague(erikbedard, majorleaguebaseball).
0.9999::athleteplaysinleague(chrisperez, nfl).
0.9440::athleteplaysinleague(weslittleton, nhl).
1.0::athleteplaysinleague(iranewble, nba).
0.9999::athleteplaysinleague(rickywilliams, nfl).
1.0::athleteplaysinleague(benroethlisberger, nfl).
1.0::athleteplaysinleague(geraldlaird, nhl).
0.9470::athleteplaysinleague(davidboston, nfl).
0.9999::athleteplaysinleague(jefffrancoeur, mlb).
1.0::athleteplaysinleague(anthonygrundy, nba).
1.0::athleteplaysinleague(joshhoward, nba).
0.9440::athleteplaysinleague(brandonduckworth, mlb).
0.9999::athleteplaysinleague(rashardmendenhall, nfl).
0.9999::athleteplaysinleague(stephenjackson, nba).
0.9987::athleteplaysinleague(derosa, mlb).
0.9999::athleteplaysinleague(darrylstrawberry, mlb).
0.9938::athleteplaysinleague(tonygwynn, mlb).
1.0::athleteplaysinleague(devinharris, nba).
0.9877::athleteplaysinleague(armandogalarraga, mlb).
1.0::athleteplaysinleague(dannygranger, nba).
0.9935::athleteplaysinleague(magglioordonez, mlb).
0.9795::athleteplaysinleague(bartstarr, nfl).
0.9999::athleteplaysinleague(gorzelanny, mlb).
0.967::athleteplaysinleague(billmazeroski, mlb).
1.0::athleteplaysinleague(jackiebutler, nba).
1.0::athleteplaysinleague(andreowens, nba).
0.9999::athleteplaysinleague(luispena, mlb).
1.0::athleteplaysinleague(travisdiener, nba).
1.0::athleteplaysinleague(felixjones, nfl).
0.9375::athleteplaysinleague(chrisresop, mlb).
0.987::athleteplaysinleague(brianburres, mlb).
0.948::athleteplaysinleague(seangreen, majorleaguebaseball).
0.9375::athleteplaysinleague(davidhuff, mlb).
0.968::athleteplaysinleague(jimleyritz, mlb).
0.9996::athleteplaysinleague(jimmycollins, mlb).
1.0::athleteplaysinleague(andypettite, mlb).
1.0::athleteplaysinleague(johnlucas, nba).
0.902::athleteplaysinleague(hankblalock, nhl).
0.9999::athleteplaysinleague(izturis, mlb).
1.0::athleteplaysinleague(richhill, mlb).
0.9999::athleteplaysinleague(jamielangenbrunner, nhl).
0.951::athleteplaysinleague(jimrice, mlb).
0.9938::athleteplaysinleague(joenathan, mlb).
0.9999::athleteplaysinleague(tikibarber, nfl).
0.9999::athleteplaysinleague(kevinkouzmanoff, mlb).
0.9999::athleteplaysinleague(ericgagne, mlb).
0.987::athleteplaysinleague(tadahitoiguchi, mlb).
0.9999::athleteplaysinleague(brianroberts, mlb).
0.9375::athleteplaysinleague(jefffulchino, mlb).
0.9999::athleteplaysinleague(briangiles, mlb).
0.987::athleteplaysinleague(kevinbrown, mlb).
1.0::athleteplaysinleague(jjredick, nba).
1.0::athleteplaysinleague(jasoncollins, nba).
0.9590::athleteplaysinleague(reggiesanders, nfl).
0.9999::athleteplaysinleague(geoffjenkins, mlb).
1.0::athleteplaysinleague(shannonbrown, nba).
0.948::athleteplaysinleague(jacktaschner, nfl).
1.0::athleteplaysinleague(earlbarron, nba).
0.9375::athleteplaysinleague(ericpatterson, mlb).
0.9999::athleteplaysinleague(kirkgibson, mlb).
0.9999::athleteplaysinleague(asdrubalcabrera, mlb).
0.9967::athleteplaysinleague(ryanmadson, mlb).
0.9957::athleteplaysinleague(konerko, mlb).
0.9877::athleteplaysinleague(michaelcuddyer, mlb).
1.0::athleteplaysinleague(chuckjames, mlb).
0.986::athleteplaysinleague(alfredoamezaga, mlb).
1.0::athleteplaysinleague(andremiller, mlb).
1.0::athleteplaysinleague(davidgarrard, nfl).
0.987::athleteplaysinleague(brianbruney, mlb).
0.9999::athleteplaysinleague(shawnestes, mlb).
0.9795::athleteplaysinleague(quarterbacktonyromo, nfl).
0.948::athleteplaysinleague(joelpineiro, nfl).
0.941::athleteplaysinleague(mattleinart, nfl).
0.9999::athleteplaysinleague(royhalladay, mlb).
0.9999::athleteplaysinleague(garrettatkins, mlb).
0.9440::athleteplaysinleague(marlonbyrd, nhl).
0.9999::athleteplaysinleague(johnmaine, mlb).
0.9999::athleteplaysinleague(gload, mlb).
1.0::athleteplaysinleague(chrisquinn, nba).
0.972::athleteplaysinleague(joshfreeman, nfl).
0.9590::athleteplaysinleague(moisesalou, nfl).
0.9999::athleteplaysinleague(kevinmillar, mlb).
0.972::athleteplaysinleague(paulbako, mlb).
0.986::athleteplaysinleague(mikefontenot, mlb).
1.0::athleteplaysinleague(tjhoushmandzadeh, nfl).
1.0::athleteplaysinleague(mattcassel, nfl).
0.902::athleteplaysinleague(mccovey, nfl).
1.0::athleteplaysinleague(baldelli, mlb).
0.9999::athleteplaysinleague(edinsonvolquez, mlb).
0.9999::athleteplaysinleague(joakimnoah, nba).
1.0::athleteplaysinleague(joemauer, mlb).
0.9999::athleteplaysinleague(donovanmcnabb, nfl).
1.0::athleteplaysinleague(chriswells, nba).
0.902::athleteplaysinleague(martinbrodeur, nhl).
0.9843::athleteplaysinleague(mikemcclendon, mlb).
0.956::athleteplaysinleague(mattmacri, mlb).
1.0::athleteplaysinleague(brevinknight, nba).
0.9999::athleteplaysinleague(rasheedwallace, nba).
0.9375::athleteplaysinleague(colbyrasmus, mlb).
1.0::athleteplaysinleague(erickdampier, nba).
1.0::athleteplaysinleague(danuggla, mlb).
0.9999::athleteplaysinleague(chrisredman, nfl).
0.9590::athleteplaysinleague(frankcatalanotto, nhl).
0.9740::athleteplaysinleague(kyleorton, nfl).
1.0::athleteplaysinleague(biggio, nba).
1.0::athleteplaysinleague(brendanharris, mlb).
0.9911::athleteplaysinleague(juliuserving, nba).
0.9999::athleteplaysinleague(billybutler, mlb).
1.0::athleteplaysinleague(martezwilson, mlb).
0.972::athleteplaysinleague(davidmurphy, nhl).
1.0::athleteplaysinleague(joshjohnson, mlb).
1.0::athleteplaysinleague(anthonyparker, nba).
0.9662::athleteplaysinleague(jermainedye, mlb).
0.9999::athleteplaysinleague(matthasselbeck, nfl).
0.9843::athleteplaysinleague(joesaunders, mlb).
0.9687::athleteplaysinleague(joseveras, mlb).
0.9999::athleteplaysinleague(nolanryan, mlb).
0.9999::athleteplaysinleague(lamarodom, nba).
1.0::athleteplaysinleague(joshphelps, mlb).
0.95::athleteplaysinleague(elimarrero, nfl).
0.951::athleteplaysinleague(mattwieters, mlb).
1.0::athleteplaysinleague(reggiebush, nfl).
1.0::athleteplaysinleague(earlwatson, nba).
1.0::athleteplaysinleague(anthonyjohnson, nba).
1.0::athleteplaysinleague(andreigoudala, nba).
0.9933::athleteplaysinleague(calripken, mlb).
0.9999::athleteplaysinleague(tomglavine, mlb).
1.0::athleteplaysinleague(tylerflowers, mlb).
0.9999::athleteplaysinleague(darrellrasner, mlb).
0.9999::athleteplaysinleague(kevinfaulk, nfl).
1.0::athleteplaysinleague(hedoturkoglu, nba).
1.0::athleteplaysinleague(nicklaslidstrom, nhl).
0.9989::athleteplaysinleague(hongchihkuo, mlb).
1.0::athleteplaysinleague(eltonbrand, nba).
0.9470::athleteplaysinleague(lewburdette, mlb).
0.9843::athleteplaysinleague(shinsoochoo, mlb).
0.9843::athleteplaysinleague(kameronloe, mlb).
1.0::athleteplaysinleague(philkessel, mlb).
1.0::athleteplaysinleague(ojsimpson, nfl).
0.9999::athleteplaysinleague(marquescolston, nfl).
0.95::athleteplaysinleague(owendaniels, nfl).
1.0::athleteplaysinleague(carlosdelfino, nba).
0.9999::athleteplaysinleague(flacco, nfl).
0.9590::athleteplaysinleague(khalilgreene, nfl).
1.0::athleteplaysinleague(amirjohnson, nba).
0.9375::athleteplaysinleague(jasonmotte, mlb).
1.0::athleteplaysinleague(joshpowell, nba).
1.0::athleteplaysinleague(jrsmith, mlb).
1.0::athleteplaysinleague(yogiberra, mlb).
1.0::athleteplaysinleague(keithhernandez, mlb).
1.0::athleteplaysinleague(ericsnow, nba).
0.948::athleteplaysinleague(raulibanez, majorleaguebaseball).
1.0::athleteplaysinleague(johanpetro, nba).
1.0::athleteplaysinleague(andrewbynum, nba).
0.9755::athleteplaysinleague(derekjeter, mlb).
1.0::athleteplaysinleague(hermida, mlb).
1.0::athleteplaysinleague(alonzomourning, nba).
0.951::athleteplaysinleague(kenjijohjima, mlb).
0.9974::athleteplaysinleague(mikecameron, mlb).
0.9999::athleteplaysinleague(stevegarvey, mlb).
1.0::athleteplaysinleague(brucebowen, nba).
0.948::athleteplaysinleague(davidjustice, mlb).
1.0::athleteplaysinleague(bobbyjackson, nba).
0.953::athleteplaysinleague(craigmorton, nfl).
0.9987::athleteplaysinleague(michaelbarrett, mlb).
1.0::athleteplaysinleague(chrisduhon, nba).
1.0::athleteplaysinleague(brendanhaywood, nba).
1.0::athleteplaysinleague(jacquevaughn, nba).
1.0::athleteplaysinleague(joshchildress, nba).
1.0::athleteplaysinleague(jamesaugustine, nba).
1.0::athleteplaysinleague(dikembemutombo, nba).
1.0::athleteplaysinleague(bernardrobinson, nba).
1.0::athleteplaysinleague(bengordon, nba).
1.0::athleteplaysinleague(andrayblatche, nba).
0.948::athleteplaysinleague(alexhinshaw, nfl).
0.9999::athleteplaysinleague(johndavidbooty, nfl).
1.0::athleteplaysinleague(aaronboone, nba).
0.9375::athleteplaysinleague(sterlingmarlin, nascar).
0.992::athleteplaysinleague(johnwetteland, mlb).
1.0::athleteplaysinleague(channingfrye, nba).
1.0::athleteplaysinleague(franciscoelson, nba).
1.0::athleteplaysinleague(ronvillone, mlb).
0.975::athleteplaysinleague(stevecarlton, mlb).
0.951::athleteplaysinleague(thurmanmunson, mlb).
1.0::athleteplaysinleague(etanthomas, nba).
0.9999::athleteplaysinleague(cleonjones, mlb).
0.9999::athleteplaysinleague(brianmoehler, mlb).
1.0::athleteplaysinleague(albertpujols, mlb).
0.9999::athleteplaysinleague(michaelvick, nfl).
0.951::athleteplaysinleague(joedimaggio, mlb).
1.0::athleteplaysinleague(chrismihm, nba).
1.0::athleteplaysinleague(deshawnstevenson, nba).
1.0::athleteplaysinleague(billythomas, nba).
1.0::athleteplaysinleague(aaronrodgers, nfl).
0.956::athleteplaysinleague(harmonkillebrew, mlb).
0.987::athleteplaysinleague(mattmorris, mlb).
0.941::athleteplaysinleague(bubbasmith, nfl).
1.0::athleteplaysinleague(berniewilliams, mlb).
1.0::athleteplaysinleague(randyjohnson, mlb).
1.0::athleteplaysinleague(deveangeorge, nba).
0.9843::athleteplaysinleague(johnaxford, mlb).
0.9815::athleteplaysinleague(chrischambliss, mlb).
