,Entity,Iteration,Probability,Relation,Value
8291,concept:sportsteam:texans,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:chargers
8292,concept:sportsteam:texans,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_buccaneers
8293,concept:sportsteam:texans,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:eagles_32_25
8294,concept:sportsteam:texans,848,0.9375,concept:teamplaysagainstteam,concept:sportsteam:jaguars
8295,concept:sportsteam:texans,848,0.984375,concept:teamplaysagainstteam,concept:sportsteam:jacksonville_jaguars
8296,concept:sportsteam:texans,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:new_york_jets
8297,concept:sportsteam:texans,850,0.902,concept:teamplaysincity,concept:city:greater_houston
8298,concept:sportsteam:texans,850,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
8299,concept:sportsteam:texans,850,0.961,concept:teamplayssport,concept:sport:hockey
8300,concept:sportsteam:broncos,850,0.99951171875,concept:teamhomestadium,concept:stadiumoreventvenue:invesco_field_at_mile_high
8301,concept:sportsteam:broncos,833,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:minnesota_vikings
8302,concept:sportsteam:broncos,728,0.9999995853423307,concept:teamplaysagainstteam,concept:sportsteam:dallas_cowboys
8303,concept:sportsteam:broncos,845,0.9999999406946161,concept:teamplaysagainstteam,concept:sportsteam:buffalo_bills
8304,concept:sportsteam:broncos,793,0.984375,concept:teamplaysagainstteam,concept:sportsteam:bengals
8305,concept:sportsteam:broncos,848,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:texans
8306,concept:sportsteam:broncos,740,0.9999999990686774,concept:teamplaysagainstteam,concept:sportsteam:oakland_raiders
8307,concept:sportsteam:broncos,845,0.96875,concept:teamplaysagainstteam,concept:sportsteam:pats
8308,concept:sportsteam:broncos,844,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:chicago_bears
8309,concept:sportsteam:broncos,844,0.999969482421875,concept:teamplaysagainstteam,concept:sportsteam:cleveland_browns
8310,concept:sportsteam:broncos,845,0.96875,concept:teamplaysagainstteam,concept:sportsteam:seahawks
8311,concept:sportsteam:broncos,842,0.9999923706054688,concept:teamplaysagainstteam,concept:sportsteam:washington_redskins
8312,concept:sportsteam:broncos,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:green_bay_packers
8313,concept:sportsteam:broncos,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:kansas_city_chiefs
8314,concept:sportsteam:broncos,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:pittsburgh_steelers
8315,concept:sportsteam:broncos,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:ny_giants
8316,concept:sportsteam:broncos,850,0.9999999999999996,concept:teamplaysagainstteam,concept:sportsteam:chargers
8317,concept:sportsteam:broncos,850,0.9999999931834154,concept:teamplaysagainstteam,concept:sportsteam:falcons
8318,concept:sportsteam:broncos,850,0.9999923706054688,concept:teamplaysagainstteam,concept:sportsteam:baltimore_ravens
8319,concept:sportsteam:broncos,850,0.9999850217913255,concept:teamplaysagainstteam,concept:sportsteam:prairie_view_a___m_panthers
8320,concept:sportsteam:broncos,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_buccaneers
8321,concept:sportsteam:broncos,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:tennessee_titans
8322,concept:sportsteam:broncos,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:colts
8323,concept:sportsteam:broncos,847,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa
8324,concept:sportsteam:broncos,847,0.96875,concept:teamplaysagainstteam,concept:sportsteam:jaguars
8325,concept:sportsteam:broncos,845,0.9375,concept:teamplaysagainstteam,concept:sportsteam:jacksonville_jaguars
8326,concept:sportsteam:broncos,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:new_england_patriots
8327,concept:sportsteam:broncos,850,0.9999990463256836,concept:teamplaysagainstteam,concept:sportsteam:new_york_jets
8328,concept:sportsteam:broncos,850,0.9999861227666086,concept:teamplaysagainstteam,concept:sportsteam:new_orleans_saints
8329,concept:sportsteam:broncos,850,1.0,concept:teamplaysinleague,concept:sportsleague:nfl
8330,concept:sportsteam:broncos,850,1.0,concept:teamplayssport,concept:sport:hockey
8331,concept:sportsteam:broncos,793,0.9999999701976776,concept:teamwontrophy,concept:awardtrophytournament:super_bowl
8332,concept:sportsteam:broncos,799,1.0,concept:teamwontrophy,concept:awardtrophytournament:superbowl
8333,concept:sportsteam:new_york_mets,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:shea_stadium
8334,concept:sportsteam:new_york_mets,848,0.9998779296875,concept:teamplaysagainstteam,concept:sportsteam:baltimore_orioles
8335,concept:sportsteam:new_york_mets,848,0.9375,concept:teamplaysagainstteam,concept:sportsteam:nats
8336,concept:sportsteam:new_york_mets,848,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:st___louis_cardinals
8337,concept:sportsteam:new_york_mets,848,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:phils
8338,concept:sportsteam:new_york_mets,848,0.9999882089652454,concept:teamplaysagainstteam,concept:sportsteam:diamondbacks
8339,concept:sportsteam:new_york_mets,848,0.999755859375,concept:teamplaysagainstteam,concept:sportsteam:pirates
8340,concept:sportsteam:new_york_mets,848,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:washington_nationals
8341,concept:sportsteam:new_york_mets,848,0.96875,concept:teamplaysagainstteam,concept:sportsteam:yanks
8342,concept:sportsteam:new_york_mets,848,1.0,concept:teamplaysagainstteam,concept:sportsteam:padres
8343,concept:sportsteam:new_york_mets,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:cubs
8344,concept:sportsteam:new_york_mets,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:st_louis_cardinals
8345,concept:sportsteam:new_york_mets,850,0.9999961853027344,concept:teamplaysagainstteam,concept:sportsteam:milwaukee_brewers
8346,concept:sportsteam:new_york_mets,850,0.9999467780008546,concept:teamplaysagainstteam,concept:sportsteam:ny_giants
8347,concept:sportsteam:new_york_mets,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:cards
8348,concept:sportsteam:new_york_mets,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:anaheim_angels
8349,concept:sportsteam:new_york_mets,848,0.999999997291219,concept:teamplaysagainstteam,concept:sportsteam:dodgers
8350,concept:sportsteam:new_york_mets,848,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:montreal_expos
8351,concept:sportsteam:new_york_mets,848,0.9999999403953552,concept:teamplaysagainstteam,concept:sportsteam:marlins
8352,concept:sportsteam:new_york_mets,848,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa
8353,concept:sportsteam:new_york_mets,848,0.9998779296875,concept:teamplaysagainstteam,concept:sportsteam:twins
8354,concept:sportsteam:new_york_mets,848,1.0,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves
8355,concept:sportsteam:new_york_mets,848,1.0,concept:teamplaysagainstteam,concept:sportsteam:phillies
8356,concept:sportsteam:new_york_mets,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox
8357,concept:sportsteam:new_york_mets,850,0.9999999860673686,concept:teamplaysagainstteam,concept:sportsteam:yankees
8358,concept:sportsteam:new_york_mets,850,0.9999999794862606,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
8359,concept:sportsteam:new_york_mets,850,0.9999934687804727,concept:teamplaysagainstteam,concept:sportsteam:reds
8360,concept:sportsteam:new_york_mets,850,0.999755859375,concept:teamplaysagainstteam,concept:sportsteam:houston_astros
8361,concept:sportsteam:new_york_mets,850,0.99951171875,concept:teamplaysagainstteam,concept:sportsteam:rockies
8362,concept:sportsteam:new_york_mets,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:seattle_mariners
8363,concept:sportsteam:new_york_mets,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_devil_rays
8364,concept:sportsteam:new_york_mets,850,0.96875,concept:teamplaysincity,concept:city:philadelphia
8365,concept:sportsteam:new_york_mets,850,1.0,concept:teamplaysinleague,concept:sportsleague:mlb
8366,concept:sportsteam:new_york_mets,850,1.0,concept:teamplayssport,concept:sport:baseball
8367,concept:sportsteam:new_york_mets,848,0.9999971408358046,concept:teamwontrophy,concept:awardtrophytournament:nl_east
8368,concept:sportsteam:new_york_mets,848,0.995230608293361,concept:teamwontrophy,concept:awardtrophytournament:division_title
8369,concept:sportsteam:new_york_mets,848,0.9999999999999999,concept:teamwontrophy,concept:awardtrophytournament:world_series
8370,concept:sportsteam:new_york_mets,848,0.99609375,concept:teamwontrophy,concept:awardtrophytournament:pennant
8371,concept:sportsteam:new_york_mets,848,0.9990234375,concept:teamwontrophy,concept:awardtrophytournament:national_league_east
8372,concept:sportsteam:new_york_mets,848,0.99609375,concept:teamwontrophy,concept:awardtrophytournament:wild_card
8373,concept:sportsteam:cal_poly,850,0.99609375,concept:teamplaysincity,concept:city:san_luis_obispo
8374,concept:sportsteam:cal_poly,850,0.95,concept:teamplayssport,concept:sport:hockey
8375,concept:sportsteam:lees_mcrae_bobcats,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
8376,concept:sportsteam:marshall_university,850,0.99993896484375,concept:teamplaysincity,concept:city:huntington
8377,concept:sportsteam:marshall_university,850,0.9375,concept:teamplayssport,concept:sport:basketball
8378,concept:sportsteam:nyu,850,1.0,concept:teamplaysincity,concept:city:new_york_city
8379,concept:sportsteam:nyu,850,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
8380,concept:sportsteam:vanguard_lions,850,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
8381,concept:sportsteam:midwestern_state_mustangs,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8382,concept:sportsteam:radford_highlanders,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8383,concept:sportsteam:florida_gators,850,0.9999923706054688,concept:teamplaysagainstteam,concept:sportsteam:sooners
8384,concept:sportsteam:florida_gators,850,0.9970486262283186,concept:teamplaysagainstteam,concept:sportsteam:ole_miss
8385,concept:sportsteam:florida_gators,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:buckeyes
8386,concept:sportsteam:florida_gators,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:seminoles
8387,concept:sportsteam:florida_gators,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:wildcats
8388,concept:sportsteam:florida_gators,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:ohio_state_university
8389,concept:sportsteam:florida_gators,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8390,concept:sportsteam:florida_gators,850,1.0,concept:teamplayssport,concept:sport:basketball
8391,concept:sportsteam:florida_gators,850,0.9375,concept:teamwontrophy,concept:awardtrophytournament:bcs_national_championship
8392,concept:sportsteam:la_salle_explorers,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8393,concept:sportsteam:rose_bowl_gear,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
8394,concept:sportsteam:dodgers,850,0.9375,concept:teamalsoknownas,concept:sportsteam:cubs
8395,concept:sportsteam:dodgers,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:dodger_stadium
8396,concept:sportsteam:dodgers,848,1.0,concept:teamplaysagainstteam,concept:sportsteam:phils
8397,concept:sportsteam:dodgers,848,0.9999847412109375,concept:teamplaysagainstteam,concept:sportsteam:diamondbacks
8398,concept:sportsteam:dodgers,848,0.984375,concept:teamplaysagainstteam,concept:sportsteam:arizona_diamondbacks
8399,concept:sportsteam:dodgers,848,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:st___louis_cardinals
8400,concept:sportsteam:dodgers,848,0.9999996942712813,concept:teamplaysagainstteam,concept:sportsteam:pirates
8401,concept:sportsteam:dodgers,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:cubs
8402,concept:sportsteam:dodgers,850,0.9999999999565696,concept:teamplaysagainstteam,concept:sportsteam:ny_giants
8403,concept:sportsteam:dodgers,850,0.9999997901055697,concept:teamplaysagainstteam,concept:sportsteam:san_francisco_giants
8404,concept:sportsteam:dodgers,850,0.9999446165944949,concept:teamplaysagainstteam,concept:sportsteam:indians
8405,concept:sportsteam:dodgers,850,0.9997134092789609,concept:teamplaysagainstteam,concept:sportsteam:anaheim_angels
8406,concept:sportsteam:dodgers,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:new_york_yankees
8407,concept:sportsteam:dodgers,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:baltimore_orioles
8408,concept:sportsteam:dodgers,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:padres
8409,concept:sportsteam:dodgers,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:st_louis_cardinals
8410,concept:sportsteam:dodgers,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:pittsburgh_pirates
8411,concept:sportsteam:dodgers,848,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:twins
8412,concept:sportsteam:dodgers,848,1.0,concept:teamplaysagainstteam,concept:sportsteam:phillies
8413,concept:sportsteam:dodgers,848,0.9999999994775111,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
8414,concept:sportsteam:dodgers,848,0.9998725095163173,concept:teamplaysagainstteam,concept:sportsteam:marlins
8415,concept:sportsteam:dodgers,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
8416,concept:sportsteam:dodgers,850,0.9999999999999303,concept:teamplaysagainstteam,concept:sportsteam:red_sox
8417,concept:sportsteam:dodgers,850,0.999999999983737,concept:teamplaysagainstteam,concept:sportsteam:yankees
8418,concept:sportsteam:dodgers,850,0.9999847412109375,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves
8419,concept:sportsteam:dodgers,850,0.999969440155936,concept:teamplaysagainstteam,concept:sportsteam:rockies
8420,concept:sportsteam:dodgers,850,0.9999529396400347,concept:teamplaysagainstteam,concept:sportsteam:houston_astros
8421,concept:sportsteam:dodgers,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_devil_rays
8422,concept:sportsteam:dodgers,850,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:reds
8423,concept:sportsteam:dodgers,850,0.9921875,concept:teamplaysincity,concept:city:philadelphia
8424,concept:sportsteam:dodgers,850,1.0,concept:teamplaysinleague,concept:sportsleague:mlb
8425,concept:sportsteam:dodgers,850,0.99981475,concept:teamplayssport,concept:sport:baseball
8426,concept:sportsteam:dodgers,848,0.9998926766658989,concept:teamwontrophy,concept:awardtrophytournament:division
8427,concept:sportsteam:dodgers,848,0.9999999999722021,concept:teamwontrophy,concept:awardtrophytournament:world_series
8428,concept:sportsteam:dodgers,848,0.999969482421875,concept:teamwontrophy,concept:awardtrophytournament:pennant
8429,concept:sportsteam:dodgers,850,0.9375,concept:teamwontrophy,concept:awardtrophytournament:national_league_pennant
8430,concept:sportsteam:christopher_newport_captains,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8431,concept:sportsteam:texas_a_and_m_corpus_christi_islanders,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8432,concept:sportsteam:adelphi_university,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
8433,concept:sportsteam:california_university_of_pennsylvania_vulcans,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
8434,concept:sportsteam:nuggets,823,0.9999954560544883,concept:teamplaysagainstteam,concept:sportsteam:phoenix_suns
8435,concept:sportsteam:nuggets,844,0.96875,concept:teamplaysagainstteam,concept:sportsteam:toronto_raptors
8436,concept:sportsteam:nuggets,823,0.9999746497883593,concept:teamplaysagainstteam,concept:sportsteam:spurs
8437,concept:sportsteam:nuggets,845,1.0,concept:teamplaysagainstteam,concept:sportsteam:bulls
8438,concept:sportsteam:nuggets,823,0.99951171875,concept:teamplaysagainstteam,concept:sportsteam:houston_rockets
8439,concept:sportsteam:nuggets,845,0.9375,concept:teamplaysagainstteam,concept:sportsteam:nets
8440,concept:sportsteam:nuggets,845,0.9375,concept:teamplaysagainstteam,concept:sportsteam:milwaukee_bucks
8441,concept:sportsteam:nuggets,823,0.984375,concept:teamplaysagainstteam,concept:sportsteam:memphis_grizzlies
8442,concept:sportsteam:nuggets,845,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:indiana_pacers
8443,concept:sportsteam:nuggets,847,0.984375,concept:teamplaysagainstteam,concept:sportsteam:magic
8444,concept:sportsteam:nuggets,839,0.9999937094679457,concept:teamplaysagainstteam,concept:sportsteam:miami_heat
8445,concept:sportsteam:nuggets,823,0.984375,concept:teamplaysagainstteam,concept:sportsteam:celtics
8446,concept:sportsteam:nuggets,847,0.96875,concept:teamplaysagainstteam,concept:sportsteam:hawks
8447,concept:sportsteam:nuggets,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:knicks
8448,concept:sportsteam:nuggets,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:dallas_mavericks
8449,concept:sportsteam:nuggets,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_clippers
8450,concept:sportsteam:nuggets,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:cavaliers
8451,concept:sportsteam:nuggets,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:alabama_st_hornets
8452,concept:sportsteam:nuggets,844,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:san_antonio
8453,concept:sportsteam:nuggets,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_lakers
8454,concept:sportsteam:nuggets,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:utah_jazz
8455,concept:sportsteam:nuggets,850,0.995125,concept:teamplayssport,concept:sport:basketball
8456,concept:sportsteam:texas_pan_american_broncos,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
8457,concept:sportsteam:washington_st__cougars,850,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
8458,concept:sportsteam:wagner_college_seahawks,850,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
8459,concept:sportsteam:texas_aandm_kingsville_javelinas,850,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
8460,concept:sportsteam:phils,845,0.9375,concept:teamplaysagainstteam,concept:sportsteam:pirates
8461,concept:sportsteam:phils,848,1.0,concept:teamplaysagainstteam,concept:sportsteam:dodgers
8462,concept:sportsteam:phils,848,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
8463,concept:sportsteam:phils,850,0.9375,concept:teamwontrophy,concept:awardtrophytournament:world_series
8464,concept:sportsteam:north_florida_ospreys,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8465,concept:sportsteam:albany_great_danes,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8466,concept:sportsteam:indiana_pacers,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:bankers_life_fieldhouse
8467,concept:sportsteam:indiana_pacers,845,0.9922290770660369,concept:teamplaysagainstteam,concept:sportsteam:bulls
8468,concept:sportsteam:indiana_pacers,847,0.9691459605294794,concept:teamplaysagainstteam,concept:sportsteam:magic
8469,concept:sportsteam:indiana_pacers,848,0.9999962626624959,concept:teamplaysagainstteam,concept:sportsteam:celtics
8470,concept:sportsteam:indiana_pacers,848,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:nuggets
8471,concept:sportsteam:indiana_pacers,850,0.9980468753462657,concept:teamplaysagainstteam,concept:sportsteam:knicks
8472,concept:sportsteam:indiana_pacers,850,0.9980321632041821,concept:teamplaysagainstteam,concept:sportsteam:pistons
8473,concept:sportsteam:indiana_pacers,850,0.9960937506918058,concept:teamplaysagainstteam,concept:sportsteam:miami_heat
8474,concept:sportsteam:indiana_pacers,850,0.992290061862553,concept:teamplaysagainstteam,concept:sportsteam:hawks
8475,concept:sportsteam:indiana_pacers,850,0.9843754132003905,concept:teamplaysagainstteam,concept:sportsteam:phoenix_suns
8476,concept:sportsteam:indiana_pacers,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:houston_rockets
8477,concept:sportsteam:indiana_pacers,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:bucks_county_community_college
8478,concept:sportsteam:indiana_pacers,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:cavaliers
8479,concept:sportsteam:indiana_pacers,850,0.9375616811001986,concept:teamplaysagainstteam,concept:sportsteam:toronto_raptors
8480,concept:sportsteam:indiana_pacers,850,0.9375283077317937,concept:teamplaysagainstteam,concept:sportsteam:dallas_mavericks
8481,concept:sportsteam:indiana_pacers,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:nets
8482,concept:sportsteam:indiana_pacers,850,0.9999945885704977,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_lakers
8483,concept:sportsteam:indiana_pacers,850,1.0,concept:teamplaysinleague,concept:sportsleague:nba
8484,concept:sportsteam:indiana_pacers,850,1.0,concept:teamplayssport,concept:sport:basketball
8485,concept:sportsteam:central_washington_wildcats,850,0.999755859375,concept:teamplaysinleague,concept:sportsleague:ncaa
8486,concept:sportsteam:juilliard_school,850,0.9999999981373549,concept:teamplaysincity,concept:city:new_york_city
8487,concept:sportsteam:scranton_royals,850,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
8488,concept:sportsteam:georgia_st__panthers,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8489,concept:sportsteam:wilkes_colonels,850,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
8490,concept:sportsteam:texas_a_and_m_commerce_lions,850,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
8491,concept:sportsteam:talladega_college_tornadoes,850,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
8492,concept:sportsteam:nova_southeastern_sharks,850,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
8493,concept:sportsteam:fiesta_bowl_gear,850,0.9921875,concept:teamplaysinleague,concept:sportsleague:ncaa
8494,concept:sportsteam:san_jose_sharks,850,0.96875,concept:teamhomestadium,concept:stadiumoreventvenue:san_jose_convention_center
8495,concept:sportsteam:san_jose_sharks,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:calgary_flames
8496,concept:sportsteam:san_jose_sharks,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:flames
8497,concept:sportsteam:san_jose_sharks,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:boston_bruins
8498,concept:sportsteam:san_jose_sharks,850,1.0,concept:teamplaysinleague,concept:sportsleague:nhl
8499,concept:sportsteam:san_jose_sharks,850,1.0,concept:teamplayssport,concept:sport:hockey
8500,concept:sportsteam:cubs,850,1.0,concept:teamalsoknownas,concept:sportsteam:cubbies
8501,concept:sportsteam:cubs,850,0.9375,concept:teamalsoknownas,concept:sportsteam:padres
8502,concept:sportsteam:cubs,850,0.9375,concept:teamalsoknownas,concept:sportsteam:pirates
8503,concept:sportsteam:cubs,850,0.96875,concept:teamalsoknownas,concept:sportsteam:phillies
8504,concept:sportsteam:cubs,850,0.9375,concept:teamalsoknownas,concept:sportsteam:tampa
8505,concept:sportsteam:cubs,850,0.9375,concept:teamalsoknownas,concept:sportsteam:red_sox
8506,concept:sportsteam:cubs,850,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:wrigley_field
8507,concept:sportsteam:cubs,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:detroit_tigers
8508,concept:sportsteam:cubs,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:st_louis_cardinals
8509,concept:sportsteam:cubs,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:pirates
8510,concept:sportsteam:cubs,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:pittsburgh_pirates
8511,concept:sportsteam:cubs,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:milwaukee_brewers
8512,concept:sportsteam:cubs,850,0.999999974486919,concept:teamplaysagainstteam,concept:sportsteam:padres
8513,concept:sportsteam:cubs,850,0.9999999593674233,concept:teamplaysagainstteam,concept:sportsteam:ny_giants
8514,concept:sportsteam:cubs,850,0.9999981421822417,concept:teamplaysagainstteam,concept:sportsteam:diamondbacks
8515,concept:sportsteam:cubs,850,0.99993896484375,concept:teamplaysagainstteam,concept:sportsteam:baltimore_orioles
8516,concept:sportsteam:cubs,850,0.99993896484375,concept:teamplaysagainstteam,concept:sportsteam:st___louis_cardinals
8517,concept:sportsteam:cubs,850,0.999883969828352,concept:teamplaysagainstteam,concept:sportsteam:anaheim_angels
8518,concept:sportsteam:cubs,850,0.9995187887959625,concept:teamplaysagainstteam,concept:sportsteam:cards
8519,concept:sportsteam:cubs,850,0.9992085531413721,concept:teamplaysagainstteam,concept:sportsteam:rangers
8520,concept:sportsteam:cubs,850,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:cincinnati_reds
8521,concept:sportsteam:cubs,850,0.998046875,concept:teamplaysagainstteam,concept:sportsteam:arizona_diamondbacks
8522,concept:sportsteam:cubs,850,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:san_francisco_giants
8523,concept:sportsteam:cubs,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:indians
8524,concept:sportsteam:cubs,850,0.96875,concept:teamplaysagainstteam,concept:sportsteam:lady_royals
8525,concept:sportsteam:cubs,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:dodgers
8526,concept:sportsteam:cubs,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox
8527,concept:sportsteam:cubs,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:cleveland_indians
8528,concept:sportsteam:cubs,850,1.0,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
8529,concept:sportsteam:cubs,850,0.9999999999999101,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
8530,concept:sportsteam:cubs,850,0.9999999999189304,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves
8531,concept:sportsteam:cubs,850,0.9999999987577423,concept:teamplaysagainstteam,concept:sportsteam:houston_astros
8532,concept:sportsteam:cubs,850,0.999999993916212,concept:teamplaysagainstteam,concept:sportsteam:phillies
8533,concept:sportsteam:cubs,850,0.9999999879285438,concept:teamplaysagainstteam,concept:sportsteam:reds
8534,concept:sportsteam:cubs,850,0.9999990463256836,concept:teamplaysagainstteam,concept:sportsteam:marlins
8535,concept:sportsteam:cubs,850,0.9999892616537445,concept:teamplaysagainstteam,concept:sportsteam:yankees
8536,concept:sportsteam:cubs,850,0.9999669511928282,concept:teamplaysagainstteam,concept:sportsteam:rockies
8537,concept:sportsteam:cubs,850,0.99951171875,concept:teamplaysagainstteam,concept:sportsteam:montreal_expos
8538,concept:sportsteam:cubs,850,0.998046875,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_devil_rays
8539,concept:sportsteam:cubs,850,0.998046875,concept:teamplaysagainstteam,concept:sportsteam:twins
8540,concept:sportsteam:cubs,850,0.984375,concept:teamplaysagainstteam,concept:sportsteam:seattle_mariners
8541,concept:sportsteam:cubs,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_rays
8542,concept:sportsteam:cubs,850,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa
8543,concept:sportsteam:cubs,850,1.0,concept:teamplaysincity,concept:city:chicago
8544,concept:sportsteam:cubs,850,1.0,concept:teamplaysinleague,concept:sportsleague:mlb
8545,concept:sportsteam:cubs,850,1.0,concept:teamplayssport,concept:sport:baseball
8546,concept:sportsteam:cubs,850,1.0,concept:teamwontrophy,concept:awardtrophytournament:world_series
8547,concept:sportsteam:cubs,850,0.9999999752244909,concept:teamwontrophy,concept:awardtrophytournament:pennant
